timestamp,EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,BatteryLevel,Counter,ValidationIndicator
1690535478211,11.819026,4.312765,-0.821158,-16.552026,-16.66537,-12.431654,-20.245209,-12.867885,0.026,0.958,-0.214,-0.027,0.142,1.079,93.318,208389,1
1690535478215,12.557689,1.51749,-7.567166,-19.193025,-19.278054,-15.865026,-20.72161,-9.253296,0.026,0.958,-0.214,0.023,0.147,1.014,93.318,208390,1
1690535478219,10.39065,-0.903111,-6.823927,-21.836029,-19.914078,-15.825933,-17.996444,-11.861438,0.025,0.959,-0.215,0.016,0.075,1.059,93.318,208391,1
1690535478223,3.750168,-8.275112,-12.658156,-26.561268,-23.216593,-14.12738,-11.258486,-5.066972,0.02,0.959,-0.214,-0.044,0.154,1.216,93.318,208392,1
1690535478227,0.359033,-12.793961,-14.045648,-25.956645,-18.836156,-13.394395,-9.195468,-0.569115,0.024,0.96,-0.215,-0.068,0.032,1.092,93.318,208393,1
1690535478231,-0.755467,-16.692926,-17.03157,-28.997805,-18.776117,-9.145349,-5.529523,6.511598,0.023,0.96,-0.216,0.009,0.281,1.067,93.318,208394,1
1690535478235,-7.609942,-17.434879,-19.821221,-25.127932,-14.807276,-3.929911,-0.308378,10.272522,0.023,0.96,-0.216,-0.069,0.154,1.101,93.318,208395,1
1690535478239,-12.492775,-18.616212,-18.259456,-25.100663,-13.830333,0.647375,4.97024,14.86005,0.024,0.962,-0.216,-0.031,0.18,1.082,93.318,208396,1
1690535478243,-15.539304,-21.601104,-15.588908,-21.875783,-4.307378,4.802598,8.866521,18.366389,0.022,0.959,-0.215,-0.09,0.096,0.975,93.318,208397,1
1690535478247,-12.876787,-18.00937,-17.593351,-17.605048,-3.520966,13.350933,12.624649,16.356788,0.021,0.959,-0.214,-0.022,0.171,1.047,93.318,208398,1
1690535478251,-14.112841,-13.877613,-15.65027,-11.02429,3.403479,13.352945,14.266285,18.730289,0.024,0.96,-0.215,-0.07,0.075,1.097,93.318,208399,1
1690535478255,-16.835763,-11.887603,-5.654198,-7.371719,8.234491,16.04943,15.231037,18.505661,0.025,0.959,-0.216,0.019,0.142,1.175,93.318,208400,1
1690535478259,-11.621642,-12.891049,-0.445014,-0.37401,10.790906,17.155835,16.035989,15.197504,0.025,0.961,-0.217,-0.005,0.126,1.103,93.318,208401,1
1690535478263,-11.70506,-5.72965,4.111685,-1.590519,13.599854,21.879192,15.284161,12.621118,0.025,0.96,-0.214,-0.084,0.172,1.116,93.318,208402,1
1690535478267,-7.543873,-1.689304,11.236418,8.272379,18.354593,18.841242,14.787251,9.590956,0.021,0.959,-0.216,0.019,0.147,1.054,93.318,208403,1
1690535478271,-2.379002,4.333025,14.638669,6.595884,19.006957,18.404442,15.045647,0.836489,0.023,0.96,-0.215,-0.033,0.123,1.139,93.318,208404,1
1690535478275,2.75854,6.349639,19.342068,9.350155,15.126987,19.275688,10.444642,-1.699096,0.021,0.96,-0.213,-0.043,0.136,1.194,93.318,208405,1
1690535478279,9.341724,6.355491,18.305374,10.440135,16.012437,17.08315,6.584852,-5.360014,0.023,0.959,-0.216,-0.026,0.166,1.161,93.318,208406,1
1690535478283,11.258461,13.049413,17.388953,10.902797,16.107657,11.370615,2.079597,-8.906116,0.027,0.96,-0.216,-0.012,0.093,1.034,93.318,208407,1
1690535478287,14.573005,14.532317,16.097071,12.236236,9.430056,10.174738,0.057357,-13.004853,0.021,0.961,-0.216,0.011,0.183,1.001,93.318,208408,1
1690535478291,15.603386,14.615848,19.78801,5.702142,4.361689,2.600014,-3.990869,-15.680754,0.023,0.958,-0.218,-0.004,0.18,1.142,93.318,208409,1
1690535478295,25.288225,13.640794,18.173712,1.45623,2.53558,3.257228,-9.115357,-16.903088,0.026,0.958,-0.215,-0.019,0.204,1.036,93.318,208410,1
1690535478299,21.666365,13.022179,10.940062,0.767553,-2.566435,-4.27561,-13.9363,-19.278683,0.025,0.961,-0.216,0.009,0.146,1.044,93.318,208411,1
1690535478303,15.783523,11.835283,5.40312,-6.190276,-7.366423,-5.611442,-16.720203,-19.154048,0.021,0.961,-0.214,0.017,0.06,1.082,93.318,208412,1
1690535478307,18.070269,9.938945,3.34453,-5.873643,-7.183976,-9.558762,-14.706375,-21.048565,0.022,0.962,-0.215,-0.089,0.148,1.183,93.318,208413,1
1690535478311,12.134613,8.237438,-5.768075,-13.156808,-17.41909,-12.916918,-15.712356,-22.134179,0.021,0.96,-0.212,-0.024,0.081,1.156,93.318,208414,1
1690535478315,13.45096,4.962668,-11.732078,-17.138779,-14.662164,-13.007893,-15.556428,-15.252798,0.028,0.96,-0.216,-0.034,0.132,1.136,93.318,208415,1
1690535478319,6.946814,-1.745911,-10.056364,-19.042343,-22.743009,-10.689093,-12.049515,-9.511707,0.023,0.962,-0.216,0.047,0.166,1.071,93.318,208416,1
1690535478323,1.944731,-1.727847,-15.068759,-21.129295,-19.382246,-11.963004,-7.687734,-4.321479,0.021,0.961,-0.217,-0.041,0.171,1.151,93.318,208417,1
1690535478327,-1.967092,-8.091306,-14.020475,-20.295302,-18.600739,-7.71133,-2.951717,1.356375,0.025,0.961,-0.216,-0.011,0.051,1.116,93.318,208418,1
1690535478331,-4.354178,-12.362218,-15.959502,-19.492549,-20.757629,-9.544358,1.49939,3.637688,0.027,0.961,-0.217,0.0,0.151,1.099,93.318,208419,1
1690535478335,-8.01814,-10.465409,-19.491332,-19.380541,-18.294738,-0.35296,4.252441,6.226909,0.023,0.959,-0.213,0.021,0.117,1.12,93.318,208420,1
1690535478339,-11.525113,-14.223996,-17.716509,-18.558822,-16.028052,1.122958,9.997937,11.521873,0.022,0.961,-0.216,-0.074,0.106,1.087,93.318,208421,1
1690535478343,-12.721298,-16.713272,-13.457332,-14.76474,-9.119717,9.121002,15.568,13.244907,0.024,0.958,-0.215,-0.076,0.09,1.119,93.318,208422,1
1690535478347,-14.70035,-17.582661,-12.410337,-6.142972,-3.076265,7.947363,19.021413,15.396735,0.023,0.962,-0.217,-0.04,0.164,1.105,93.318,208423,1
1690535478351,-14.048155,-15.136402,-11.440768,-4.004557,2.308863,14.749102,23.144369,18.190397,0.022,0.957,-0.214,-0.043,0.229,1.127,93.318,208424,1
1690535478355,-12.175003,-10.738865,-3.075497,3.136948,7.668795,16.426854,22.894604,17.839266,0.022,0.96,-0.217,-0.082,0.127,1.173,93.318,208425,1
1690535478359,-12.134602,-3.484997,0.530136,4.036608,8.378401,17.220649,21.683739,18.745231,0.021,0.96,-0.215,0.028,0.154,1.112,93.318,208426,1
1690535478363,-3.705988,-1.309721,4.669019,12.961311,14.436585,18.321001,22.007038,15.444697,0.021,0.957,-0.216,0.106,0.045,1.092,93.318,208427,1
1690535478367,-5.442488,1.861031,6.541234,18.339953,16.500865,20.277451,19.844393,17.011771,0.024,0.959,-0.216,-0.041,0.201,1.103,93.318,208428,1
1690535478371,3.598171,7.377615,12.878939,17.910216,17.429136,18.084689,12.541822,12.747523,0.024,0.958,-0.215,-0.044,0.048,1.132,93.318,208429,1
1690535478375,7.247093,14.725542,15.225358,19.925662,18.561278,12.690401,13.441338,3.124577,0.023,0.96,-0.215,-0.053,0.051,1.235,93.318,208430,1
1690535478379,11.623549,18.744702,18.325029,20.636266,15.685415,12.381721,2.663924,0.302255,0.021,0.958,-0.217,-0.082,0.062,1.116,93.318,208431,1
1690535478383,15.827343,13.456153,15.353098,19.957479,11.471442,7.708225,-0.602319,-4.317859,0.022,0.959,-0.215,-0.138,0.026,1.089,93.318,208432,1
1690535478387,16.146399,21.420596,20.432969,18.622833,7.088628,3.854598,-1.439429,-9.009898,0.025,0.961,-0.215,-0.028,0.107,1.067,93.318,208433,1
1690535478391,18.927126,20.444343,19.541443,14.189946,-0.109513,1.062045,-3.907128,-11.547922,0.023,0.96,-0.216,0.027,0.131,1.181,93.318,208434,1
1690535478395,28.616276,17.136429,18.648625,7.621903,-0.561297,-3.599067,-10.997114,-15.674356,0.022,0.96,-0.217,0.057,0.101,1.004,93.318,208435,1
1690535478399,25.110538,15.679543,10.680211,3.672816,-5.570833,-7.42304,-15.413754,-14.381137,0.022,0.959,-0.214,0.052,0.168,1.21,93.318,208436,1
1690535478403,21.445024,13.36823,9.06291,5.822133,-10.975681,-13.963733,-17.388885,-16.155211,0.024,0.959,-0.216,0.039,0.084,1.192,93.318,208437,1
1690535478407,20.978644,9.206067,6.496445,-0.074886,-13.660918,-13.804583,-17.840648,-17.550929,0.025,0.961,-0.215,0.004,0.11,1.105,93.318,208438,1
1690535478411,19.091595,2.28837,-1.11449,-5.341847,-18.667843,-15.417019,-20.087877,-14.229635,0.025,0.961,-0.217,-0.024,0.082,1.198,93.318,208439,1
1690535478415,15.178659,0.577345,-6.604418,-9.803372,-22.003186,-18.13494,-15.725841,-17.403693,0.025,0.96,-0.215,0.08,0.1,1.15,93.318,208440,1
1690535478419,9.149244,-7.896246,-12.559708,-3.865769,-20.812567,-15.976462,-15.514233,-7.338693,0.026,0.961,-0.217,-0.023,0.12,1.04,93.318,208441,1
1690535478423,2.429305,-9.671263,-12.688734,-10.01517,-20.883619,-18.457629,-11.950064,-7.349097,0.024,0.96,-0.215,-0.055,0.158,1.123,93.318,208442,1
1690535478427,-2.915959,-12.531646,-20.818694,-9.246085,-18.846831,-14.996117,-9.041609,4.588559,0.027,0.96,-0.216,0.014,0.053,1.265,93.318,208443,1
1690535478431,-5.87521,-18.46349,-14.762429,-9.066647,-16.637103,-10.935026,-5.259079,4.37745,0.025,0.959,-0.216,-0.06,0.113,1.112,93.318,208444,1
1690535478435,-10.451305,-14.361423,-19.276815,-10.742086,-15.099142,-7.305789,2.674985,6.663411,0.024,0.96,-0.217,-0.016,0.08,1.056,93.318,208445,1
1690535478439,-15.200197,-13.424646,-17.194562,-7.990708,-12.602336,-0.425026,5.370451,13.549104,0.02,0.958,-0.218,-0.069,0.112,1.188,93.318,208446,1
1690535478443,-12.385259,-16.487409,-14.907097,-4.366914,-5.958442,-2.453758,11.902896,17.225495,0.022,0.959,-0.215,-0.044,0.169,1.211,93.318,208447,1
1690535478447,-17.775497,-15.959577,-11.880106,-0.664776,0.099286,5.858938,9.59748,17.849069,0.025,0.962,-0.215,-0.034,0.096,1.112,93.318,208448,1
1690535478451,-17.693704,-14.850422,-8.294112,6.31598,2.841479,10.575828,16.358739,20.457186,0.021,0.958,-0.216,0.027,0.112,1.201,93.318,208449,1
1690535478455,-19.05392,-14.254661,-4.850791,7.819837,8.021401,11.322258,15.195554,16.248337,0.021,0.959,-0.218,-0.129,0.12,1.148,93.318,208450,1
1690535478459,-14.114507,-10.757151,-1.806312,16.530434,9.776307,12.884582,16.169409,15.729756,0.022,0.959,-0.215,0.035,0.15,1.12,93.318,208451,1
1690535478463,-11.233849,-4.361769,3.658335,17.20219,15.643003,15.809103,14.542316,13.970001,0.023,0.957,-0.217,-0.077,0.131,1.16,93.318,208452,1
1690535478467,-9.119137,0.602424,10.78734,22.762117,14.397399,15.517659,6.818806,11.459303,0.023,0.959,-0.214,-0.009,0.102,1.143,93.318,208453,1
1690535478471,-4.931349,-0.148455,13.551359,25.400097,17.362279,14.724197,10.687068,9.448022,0.023,0.961,-0.216,-0.034,0.039,1.111,93.318,208454,1
1690535478475,1.595859,9.713186,17.873126,26.548523,18.636889,13.02623,10.304462,2.96443,0.025,0.958,-0.215,-0.114,0.12,1.172,93.318,208455,1
1690535478479,5.841221,12.029616,21.333906,25.733456,13.432865,7.423683,4.793372,0.749847,0.023,0.958,-0.214,0.052,0.098,1.109,93.318,208456,1
1690535478483,10.420143,12.926694,18.641473,26.176257,14.107451,1.272848,4.320486,-7.461171,0.019,0.961,-0.217,0.012,0.137,1.166,93.318,208457,1
1690535478487,13.248854,17.606296,20.561858,21.876119,12.67574,-1.99003,-1.429069,-11.76678,0.025,0.96,-0.216,0.029,0.197,1.227,93.318,208458,1
1690535478491,11.233817,17.344542,19.449118,17.480272,10.987211,-3.823581,-6.515697,-16.646283,0.022,0.96,-0.216,-0.02,0.005,1.125,93.318,208459,1
1690535478495,16.024406,16.291345,15.385921,15.030102,4.217634,-9.671035,-10.627775,-17.471083,0.026,0.958,-0.215,-0.057,0.18,1.145,93.318,208460,1
1690535478499,13.991247,14.866828,11.990183,15.638911,-2.017548,-11.517303,-14.479859,-21.660758,0.023,0.959,-0.216,0.037,0.096,1.156,93.318,208461,1
1690535478503,9.637785,13.82568,8.9626,5.872521,-5.983572,-20.189339,-16.111381,-21.253942,0.022,0.96,-0.216,0.027,0.132,1.144,93.318,208462,1
1690535478507,13.744688,5.665784,2.775602,2.883991,-9.130238,-25.599374,-21.843917,-20.264064,0.018,0.958,-0.216,0.023,0.204,1.077,93.318,208463,1
1690535478511,11.889494,0.501743,-5.485089,0.551238,-10.676108,-24.476829,-24.012255,-18.282776,0.024,0.958,-0.217,-0.126,0.099,1.185,93.318,208464,1
1690535478515,7.680702,0.039978,-6.996565,-7.086725,-8.184585,-22.935202,-19.27008,-15.018075,0.022,0.96,-0.217,0.024,0.12,1.09,93.318,208465,1
1690535478519,0.705553,-4.652426,-12.223509,-7.956837,-11.264924,-20.357702,-20.263319,-11.678256,0.025,0.959,-0.215,0.002,0.171,1.154,93.318,208466,1
1690535478523,-1.682313,-9.380356,-19.811071,-14.868741,-11.505885,-16.54721,-16.124343,-7.452014,0.023,0.959,-0.218,0.019,0.062,1.142,93.318,208467,1
1690535478527,-7.025267,-13.645901,-19.928289,-14.853861,-11.112547,-16.849164,-14.120296,-3.448577,0.024,0.959,-0.215,0.014,0.112,1.222,93.318,208468,1
1690535478531,-8.401054,-13.967933,-17.238634,-11.239917,-11.074573,-13.063791,-8.570803,-2.075313,0.023,0.96,-0.215,0.103,0.112,1.157,93.318,208469,1
1690535478535,-21.053504,-15.802469,-18.167242,-13.348369,-7.281442,-7.140755,-5.499921,6.401863,0.023,0.96,-0.216,-0.033,0.078,1.21,93.318,208470,1
1690535478539,-18.850624,-18.427692,-17.445635,-15.055576,-3.020991,-4.513393,0.071669,7.017875,0.019,0.958,-0.216,0.064,0.11,1.052,93.318,208471,1
1690535478543,-17.409448,-16.235424,-15.562556,-8.674547,5.090353,0.99954,3.872262,11.489918,0.02,0.957,-0.216,-0.09,0.186,1.123,93.318,208472,1
1690535478547,-21.823445,-15.394797,-10.454912,-4.455502,6.587885,4.210785,8.307172,12.497703,0.022,0.959,-0.216,0.076,0.135,1.139,93.318,208473,1
1690535478551,-22.093077,-10.605709,-9.977164,-0.65817,12.260831,5.423335,10.341311,14.342702,0.023,0.96,-0.216,-0.02,0.102,1.24,93.318,208474,1
1690535478555,-23.976275,-8.030995,-5.764046,1.866373,17.593115,11.230779,15.759026,13.570382,0.026,0.96,-0.215,0.064,0.106,1.113,93.318,208475,1
1690535478559,-20.205473,-4.850739,0.380516,9.592871,18.878686,16.858978,14.48856,13.482347,0.023,0.96,-0.217,0.031,0.119,1.19,93.318,208476,1
1690535478563,-18.10617,0.203909,6.014337,11.797869,21.372822,17.053252,13.470928,12.460087,0.024,0.961,-0.216,0.095,0.075,1.207,93.318,208477,1
1690535478567,-17.870154,5.157259,10.651825,12.862388,25.320322,13.251964,14.90163,12.292898,0.021,0.958,-0.215,-0.019,0.084,1.174,93.318,208478,1
1690535478571,-10.810513,11.127754,13.894142,15.372278,23.752846,11.495685,13.642346,7.830211,0.021,0.961,-0.215,0.001,0.094,1.175,93.318,208479,1
1690535478575,-4.081253,10.517254,16.304705,18.525043,22.067601,11.555455,9.165701,4.470665,0.022,0.958,-0.216,0.073,0.171,1.206,93.318,208480,1
1690535478579,2.525189,12.792062,16.164775,21.072529,19.001818,8.501905,4.240271,2.416442,0.023,0.96,-0.215,0.082,-0.018,1.176,93.318,208481,1
1690535478583,0.688703,18.825184,16.435445,17.60914,20.900267,8.017593,4.281331,-6.772022,0.022,0.96,-0.217,0.056,0.117,1.145,93.318,208482,1
1690535478587,12.06615,18.54785,18.750783,16.518152,16.483816,4.360388,-4.106374,-8.907954,0.022,0.958,-0.216,0.027,0.049,1.199,93.318,208483,1
1690535478591,9.182172,19.862335,14.304291,10.898408,11.405875,-6.686647,-8.501147,-13.614133,0.021,0.958,-0.216,0.137,0.116,1.151,93.318,208484,1
1690535478595,11.019025,17.887525,13.520938,7.465787,9.518284,-9.971252,-11.0957,-13.182032,0.024,0.96,-0.216,-0.046,0.071,1.142,93.318,208485,1
1690535478599,10.083755,18.063379,11.810973,3.475409,2.27785,-12.781728,-15.099436,-13.842277,0.024,0.96,-0.218,-0.093,0.017,1.187,93.317,208486,1
1690535478603,8.773991,12.168376,7.715266,1.386339,0.299397,-13.249702,-17.189939,-15.658503,0.024,0.959,-0.216,-0.02,0.16,1.114,93.317,208487,1
1690535478607,7.480618,12.265237,5.573739,-3.080668,-2.55971,-16.573401,-17.898783,-17.378723,0.021,0.959,-0.216,0.076,0.142,1.224,93.317,208488,1
1690535478611,0.264048,6.306469,-2.897938,-4.87396,-5.794584,-16.947618,-19.172493,-15.557266,0.025,0.96,-0.215,-0.051,0.098,1.297,93.317,208489,1
1690535478615,1.086024,2.415701,-3.789593,-9.388906,-7.92441,-18.271626,-12.546401,-9.457287,0.022,0.96,-0.215,0.062,0.069,1.286,93.317,208490,1
1690535478619,-8.520548,-4.257069,-11.995802,-15.026472,-10.762038,-20.260933,-13.585518,-5.266781,0.022,0.958,-0.213,0.071,0.162,1.204,93.317,208491,1
1690535478623,-11.890843,-5.902757,-15.251596,-17.380562,-8.67871,-18.587826,-8.973853,-5.955545,0.028,0.959,-0.217,0.041,0.075,1.223,93.317,208492,1
1690535478627,-14.577422,-12.60895,-14.841544,-16.686967,-7.603818,-13.408564,-4.522137,-0.629797,0.02,0.959,-0.217,-0.018,0.12,1.124,93.317,208493,1
1690535478631,-19.133894,-19.363634,-21.16008,-20.714396,-4.343194,-14.511388,-0.004914,5.271037,0.02,0.959,-0.215,0.047,0.055,1.197,93.317,208494,1
1690535478635,-23.126793,-21.844393,-17.972067,-17.239981,-5.248957,-5.801119,-0.036305,9.612166,0.024,0.959,-0.217,0.095,0.107,1.292,93.317,208495,1
1690535478639,-22.775591,-20.231083,-17.560121,-17.602904,-4.094587,-2.449093,9.380865,13.33431,0.025,0.957,-0.216,-0.009,0.243,1.198,93.317,208496,1
1690535478643,-24.342668,-20.295917,-16.507052,-12.505098,2.931326,4.329818,10.861206,11.459172,0.019,0.958,-0.218,-0.026,0.072,1.312,93.317,208497,1
1690535478647,-22.02914,-19.348151,-15.91475,-11.275639,1.468915,7.660134,13.162202,19.948373,0.019,0.958,-0.215,-0.01,0.088,1.183,93.317,208498,1
1690535478651,-23.453513,-19.131027,-7.433746,-6.703248,8.920984,12.862945,18.765977,20.315742,0.022,0.96,-0.218,-0.045,0.065,1.033,93.317,208499,1
1690535478655,-21.881069,-14.051166,-7.024307,3.669431,11.895455,13.993706,18.115829,16.509284,0.021,0.96,-0.217,-0.011,0.013,1.342,93.317,208500,1
1690535478659,-20.049122,-11.810741,-0.690919,7.340028,10.632105,17.020291,19.645529,16.45559,0.023,0.959,-0.216,-0.011,0.108,1.167,93.317,208501,1
1690535478663,-19.320075,-1.932665,4.526028,12.588167,17.686088,18.473178,21.952444,11.132164,0.023,0.957,-0.215,-0.006,0.047,1.215,93.317,208502,1
1690535478667,-11.981264,-1.651052,6.698337,12.190957,18.269364,19.779564,19.932858,10.368299,0.019,0.959,-0.216,-0.017,0.044,1.209,93.317,208503,1
1690535478671,-7.613651,4.099169,15.809415,10.409495,18.843705,15.923223,15.366546,7.505384,0.02,0.958,-0.215,0.037,0.13,1.241,93.317,208504,1
1690535478675,-5.202179,11.580603,16.489694,14.25617,17.676435,14.422751,18.9284,0.205559,0.023,0.958,-0.216,0.002,0.115,1.202,93.317,208505,1
1690535478679,0.598938,15.204218,19.983363,14.403243,14.257145,14.203634,11.706495,-1.242608,0.02,0.957,-0.215,-0.004,0.033,1.14,93.317,208506,1
1690535478683,7.474982,14.532389,18.03089,11.460174,15.021816,12.777765,1.424306,-6.084608,0.027,0.957,-0.218,0.027,0.114,1.163,93.317,208507,1
1690535478687,10.092939,13.460713,19.514961,9.188942,10.790444,2.862949,-1.986092,-11.540792,0.022,0.958,-0.214,0.066,0.191,1.26,93.317,208508,1
1690535478691,13.76728,16.260715,18.019172,7.009978,3.966042,-0.699529,-7.988746,-15.191082,0.023,0.959,-0.217,0.013,0.095,1.147,93.317,208509,1
1690535478695,16.962774,16.179359,12.972649,6.556451,2.212014,-1.097072,-10.079226,-15.618176,0.022,0.959,-0.217,-0.035,0.084,1.231,93.317,208510,1
1690535478699,21.615876,12.959117,8.571242,3.370521,-3.229734,-3.998721,-14.455885,-17.502985,0.022,0.957,-0.216,-0.002,0.079,1.268,93.317,208511,1
1690535478703,12.593367,13.510509,7.614393,-4.316722,-8.780239,-12.516373,-14.991889,-17.468593,0.021,0.96,-0.215,0.017,0.101,1.243,93.317,208512,1
1690535478707,13.60056,11.379373,1.913907,-7.255326,-11.311378,-10.897052,-15.963891,-19.861663,0.02,0.958,-0.216,0.046,0.009,1.192,93.317,208513,1
1690535478711,14.767552,4.778282,-2.546248,-15.083707,-16.791216,-15.066672,-12.444,-16.052791,0.021,0.96,-0.215,-0.035,0.1,1.172,93.317,208514,1
1690535478715,8.979597,-0.899031,-8.031461,-15.859821,-16.299324,-11.544651,-12.879903,-15.657814,0.021,0.959,-0.216,-0.083,0.044,1.146,93.317,208515,1
1690535478719,6.079407,-6.337545,-9.535149,-18.966834,-18.825854,-12.771479,-10.452265,-11.457067,0.023,0.96,-0.214,0.11,0.051,1.284,93.317,208516,1
1690535478723,-1.548312,-8.865992,-14.210744,-20.59263,-18.327385,-9.548889,-10.304035,-4.173569,0.021,0.959,-0.216,0.043,0.08,1.187,93.317,208517,1
1690535478727,-7.298536,-12.163587,-20.168951,-23.275454,-18.455886,-8.155477,-7.438949,-1.8288,0.021,0.959,-0.217,-0.082,0.033,1.201,93.317,208518,1
1690535478731,-10.877907,-16.745593,-17.736538,-21.627765,-18.315643,-4.052582,-2.132105,2.994369,0.026,0.959,-0.216,0.102,0.136,1.23,93.317,208519,1
1690535478735,-14.514064,-19.173643,-18.181842,-20.907781,-15.580052,3.148081,9.066946,6.307572,0.025,0.959,-0.216,0.079,0.185,1.204,93.317,208520,1
1690535478739,-12.101699,-22.112596,-15.203227,-15.009204,-14.224748,3.666078,10.486451,8.681652,0.024,0.961,-0.216,0.049,0.058,1.211,93.317,208521,1
1690535478743,-17.034372,-21.381263,-13.121014,-10.774018,-7.948186,9.692129,14.724036,12.028035,0.024,0.959,-0.215,-0.065,0.082,1.243,93.317,208522,1
1690535478747,-18.740712,-16.414124,-13.925646,-7.376757,-4.731105,12.238089,16.35185,13.569266,0.02,0.959,-0.215,0.053,0.148,1.276,93.317,208523,1
1690535478751,-12.827407,-18.61809,-8.000051,0.295677,-1.312521,13.785597,17.768731,14.184012,0.023,0.959,-0.216,0.079,0.128,1.294,93.317,208524,1
1690535478755,-11.191848,-13.351835,-6.972431,2.286624,5.488398,17.577589,22.86303,15.971196,0.014,0.96,-0.216,0.027,0.078,1.267,93.317,208525,1
1690535478759,-11.68093,-6.811767,-1.518471,1.911813,5.116098,16.072671,20.980361,13.162346,0.022,0.958,-0.215,0.088,0.134,1.298,93.317,208526,1
1690535478763,-4.114481,-5.986262,3.560442,8.716194,11.310313,18.611451,18.808043,11.82494,0.021,0.958,-0.217,0.056,0.122,1.165,93.317,208527,1
1690535478767,-1.607853,0.040697,8.497286,12.658279,9.126391,22.167124,17.186682,9.774482,0.024,0.959,-0.217,0.071,0.216,1.227,93.317,208528,1
1690535478771,3.249595,4.646661,10.43789,11.018641,8.420062,21.695115,11.82993,5.770025,0.022,0.959,-0.217,0.113,0.123,1.323,93.317,208529,1
1690535478775,6.748225,8.279474,15.79827,17.672158,9.937067,14.01604,7.541589,5.434699,0.02,0.96,-0.219,-0.0,0.124,1.291,93.317,208530,1
1690535478779,12.890057,11.989244,14.705142,17.433218,7.733427,13.849849,2.01548,-2.418469,0.021,0.958,-0.217,0.018,0.054,1.252,93.317,208531,1
1690535478783,12.645356,19.074561,21.259936,18.034812,6.979537,8.716448,-0.710439,-8.159536,0.025,0.959,-0.217,0.138,0.078,1.195,93.317,208532,1
1690535478787,16.476488,23.290378,19.837132,16.734467,0.68568,7.518854,-5.003649,-12.011182,0.021,0.958,-0.217,0.07,0.08,1.293,93.317,208533,1
1690535478791,20.429327,20.531566,16.75363,12.683378,-4.749867,4.498182,-9.090383,-18.392251,0.026,0.96,-0.214,0.03,0.167,1.245,93.317,208534,1
1690535478795,23.290368,19.330538,11.681375,7.014015,-8.283236,-1.971557,-12.025679,-14.949516,0.021,0.96,-0.215,0.112,0.107,1.248,93.317,208535,1
1690535478799,25.999054,21.808505,10.44823,3.318774,-9.214643,-6.222156,-14.992364,-17.845407,0.023,0.957,-0.217,0.103,0.154,1.278,93.317,208536,1
1690535478803,23.263174,13.397777,6.052083,-2.521237,-13.306927,-8.269926,-19.374915,-18.013223,0.024,0.961,-0.218,0.023,0.046,1.216,93.317,208537,1
1690535478807,19.215955,14.834108,3.105475,-2.331568,-20.603194,-9.888528,-18.631414,-13.643924,0.022,0.959,-0.215,0.006,0.113,1.253,93.317,208538,1
1690535478811,20.241462,8.631322,1.342525,-11.383717,-21.691744,-13.160964,-20.646439,-14.963348,0.019,0.958,-0.216,-0.038,0.129,1.197,93.317,208539,1
1690535478815,14.942609,6.611792,-4.736023,-15.466955,-23.055653,-15.654683,-17.823942,-12.19448,0.024,0.959,-0.217,0.067,0.067,1.22,93.317,208540,1
1690535478819,10.057185,-0.117788,-10.978768,-21.025143,-22.818536,-13.057016,-17.522548,-9.88164,0.018,0.959,-0.216,0.103,0.212,1.193,93.317,208541,1
1690535478823,7.799595,-7.993677,-8.988702,-23.609218,-20.332371,-12.41244,-14.28444,-4.178475,0.02,0.959,-0.215,0.028,0.065,1.209,93.317,208542,1
1690535478827,1.367079,-10.513429,-15.52614,-20.022279,-21.936877,-10.044991,-12.991088,-2.24463,0.025,0.957,-0.216,0.099,0.112,1.171,93.317,208543,1
1690535478831,1.725695,-13.584633,-16.106125,-17.925646,-19.235091,-5.470301,-6.695206,8.095211,0.023,0.959,-0.217,0.022,0.139,1.249,93.317,208544,1
1690535478835,-4.827804,-13.949058,-18.472735,-19.273253,-17.709864,-0.658512,-0.157089,8.271458,0.02,0.959,-0.217,0.042,0.088,1.269,93.317,208545,1
1690535478839,-11.804736,-16.135577,-15.887893,-14.201153,-12.040197,4.710203,-3.013399,17.902735,0.023,0.96,-0.215,-0.025,0.075,1.294,93.317,208546,1
1690535478843,-12.224114,-18.880795,-14.818154,-12.183677,-11.965732,6.153708,3.931519,15.701259,0.024,0.959,-0.216,0.114,0.113,1.224,93.317,208547,1
1690535478847,-11.710394,-18.221458,-12.867677,-9.794087,-1.51165,12.887247,8.490416,23.583628,0.02,0.959,-0.217,0.09,0.123,1.181,93.317,208548,1
1690535478851,-10.369803,-16.402333,-12.021821,-5.072749,1.963766,16.226439,9.295724,21.997486,0.022,0.957,-0.217,0.104,0.191,1.369,93.317,208549,1
1690535478855,-4.470535,-13.696234,-7.434151,-2.528089,6.572337,18.156019,15.048758,22.60555,0.024,0.958,-0.217,0.046,0.146,1.243,93.317,208550,1
1690535478859,-2.739577,-9.92398,0.713955,-2.863855,6.849362,19.643267,13.15935,19.306773,0.021,0.956,-0.217,0.064,0.082,1.36,93.317,208551,1
1690535478863,-2.071616,-6.579377,6.207707,4.576496,12.539705,16.810027,12.715197,16.462023,0.022,0.96,-0.215,0.069,0.139,1.274,93.317,208552,1
