timestamp,EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,BatteryLevel,Counter,ValidationIndicator
1690535469479,16.833937,8.74253,14.676665,18.749961,29.616822,11.683314,11.299948,-2.426029,0.027,0.959,-0.215,0.632,1.754,1.272,93.333,206206,1
1690535469483,19.021665,13.029357,17.249094,21.085156,23.75124,10.720448,6.060261,-4.739464,0.028,0.958,-0.216,0.662,1.693,1.387,93.333,206207,1
1690535469487,24.258261,11.946814,17.599102,16.270461,16.163861,3.009074,5.358513,-4.121914,0.03,0.958,-0.214,0.672,1.668,1.306,93.333,206208,1
1690535469491,28.210449,15.750335,19.556622,14.354947,14.627373,0.003246,-4.625254,-10.562861,0.023,0.957,-0.213,0.704,1.798,1.392,93.333,206209,1
1690535469495,25.726432,14.934086,15.650485,5.822323,10.397518,-4.487904,-8.78112,-13.334258,0.026,0.958,-0.215,0.59,1.707,1.403,93.333,206210,1
1690535469499,26.766185,16.107205,10.16538,7.265448,4.608927,-9.629813,-13.196792,-15.973458,0.028,0.957,-0.214,0.542,1.703,1.336,93.333,206211,1
1690535469503,26.456178,12.287195,4.342136,1.612693,-1.229805,-12.968777,-16.357948,-14.168393,0.028,0.959,-0.215,0.566,1.688,1.463,93.333,206212,1
1690535469507,20.328543,6.778686,-0.967634,0.01201,-2.003523,-13.222696,-17.470673,-15.188951,0.028,0.958,-0.213,0.683,1.661,1.304,93.333,206213,1
1690535469511,19.559749,2.099435,-1.741052,-5.863695,-8.149755,-15.079065,-16.314854,-13.311495,0.027,0.958,-0.214,0.695,1.721,1.423,93.333,206214,1
1690535469515,14.685973,0.140194,-4.742919,-6.432637,-6.452149,-14.381226,-13.464306,-11.075883,0.031,0.958,-0.216,0.663,1.569,1.385,93.333,206215,1
1690535469519,9.618953,-2.415441,-10.771852,-16.441721,-13.849915,-16.835405,-15.665158,-8.536732,0.03,0.958,-0.215,0.588,1.65,1.333,93.333,206216,1
1690535469523,5.500599,-8.279078,-14.93614,-13.446555,-11.963638,-10.41378,-7.592698,-4.757952,0.025,0.96,-0.215,0.641,1.823,1.424,93.333,206217,1
1690535469527,-3.019705,-9.59483,-12.059055,-15.680253,-15.589518,-10.493718,-3.074285,-0.025036,0.028,0.957,-0.216,0.664,1.624,1.401,93.333,206218,1
1690535469531,-3.24987,-14.751132,-14.953589,-17.657657,-9.357251,-2.85013,3.107453,3.013943,0.026,0.958,-0.215,0.685,1.697,1.441,93.333,206219,1
1690535469535,-10.830538,-14.125638,-20.128608,-16.67286,-7.881347,-4.824635,3.549422,6.787979,0.028,0.959,-0.214,0.762,1.779,1.43,93.333,206220,1
1690535469539,-9.654938,-19.961643,-20.517609,-13.717341,-5.852071,4.863994,9.296755,5.469628,0.027,0.959,-0.214,0.719,1.675,1.441,93.333,206221,1
1690535469543,-12.357916,-15.999231,-15.824385,-6.205915,2.263324,8.677574,8.093196,15.97221,0.028,0.958,-0.215,0.611,1.608,1.4,93.333,206222,1
1690535469547,-13.778314,-14.853259,-14.418582,-2.031265,3.86241,14.566717,14.299272,14.935099,0.027,0.959,-0.214,0.694,1.715,1.361,93.333,206223,1
1690535469551,-10.169195,-10.44699,-7.838882,4.844585,8.742302,14.885766,19.423131,20.028771,0.026,0.957,-0.216,0.74,1.685,1.372,93.333,206224,1
1690535469555,-8.869569,-8.37154,-3.549838,8.165676,13.79065,17.135491,20.949925,13.810922,0.03,0.958,-0.216,0.661,1.679,1.299,93.333,206225,1
1690535469559,-10.457831,-7.468404,1.44205,10.778101,14.659957,20.453834,24.431383,15.70707,0.026,0.958,-0.216,0.701,1.642,1.458,93.333,206226,1
1690535469563,-1.234675,-2.808554,4.712046,14.494373,18.884036,22.246151,22.49208,13.009204,0.026,0.958,-0.213,0.64,1.769,1.449,93.333,206227,1
1690535469567,-3.722708,3.27638,8.848702,21.210549,21.359639,19.776723,20.982363,8.347949,0.03,0.959,-0.216,0.654,1.707,1.34,93.333,206228,1
1690535469571,4.503471,4.555724,11.999933,23.545992,23.041214,20.124667,15.436989,2.979288,0.026,0.958,-0.215,0.559,1.709,1.39,93.333,206229,1
1690535469575,7.439751,8.633202,15.298536,20.998086,21.09585,16.999234,15.220076,0.820788,0.027,0.957,-0.216,0.637,1.73,1.361,93.333,206230,1
1690535469579,13.808126,16.562981,17.506624,22.703868,18.333769,13.625164,10.932644,-1.753134,0.028,0.957,-0.215,0.733,1.759,1.349,93.333,206231,1
1690535469583,15.279707,18.835083,16.197329,24.008683,16.469636,7.445327,2.619251,-6.209335,0.028,0.958,-0.217,0.792,1.785,1.403,93.333,206232,1
1690535469587,20.389152,16.698323,16.032055,21.38177,8.244449,-1.260361,-1.69842,-11.617328,0.026,0.96,-0.213,0.635,1.665,1.36,93.333,206233,1
1690535469591,19.735668,21.096625,18.266375,19.722451,7.983579,-2.340268,-7.016064,-14.299861,0.03,0.96,-0.217,0.711,1.7,1.337,93.333,206234,1
1690535469595,23.573833,22.216052,14.663584,14.112508,1.15469,-12.074858,-12.334722,-17.073012,0.034,0.957,-0.215,0.749,1.79,1.315,93.333,206235,1
1690535469599,21.162567,19.54361,13.125945,11.911298,-4.745728,-17.141921,-13.217019,-19.540619,0.026,0.958,-0.215,0.676,1.699,1.416,93.333,206236,1
1690535469603,19.458413,14.440462,8.752547,10.653532,-9.53878,-19.035855,-14.785057,-19.071907,0.024,0.956,-0.214,0.73,1.802,1.276,93.333,206237,1
1690535469607,22.21244,12.733322,1.317467,1.2097,-16.140756,-19.661042,-14.931157,-19.770428,0.028,0.959,-0.217,0.781,1.695,1.442,93.333,206238,1
1690535469611,13.2655,6.653605,-1.266558,0.914833,-17.892099,-22.430952,-15.977051,-14.873477,0.025,0.959,-0.215,0.692,1.722,1.334,93.333,206239,1
1690535469615,13.31906,4.061446,-5.721003,-7.040734,-21.247116,-20.584399,-14.165719,-14.842927,0.024,0.958,-0.215,0.732,1.707,1.433,93.333,206240,1
1690535469619,8.316041,-1.585899,-13.150258,-7.114635,-22.127428,-22.022927,-12.959806,-13.484814,0.027,0.959,-0.217,0.75,1.737,1.422,93.333,206241,1
1690535469623,6.449602,-6.424939,-15.685045,-8.958576,-23.350977,-19.8309,-11.264675,-4.128078,0.029,0.956,-0.216,0.827,1.72,1.31,93.333,206242,1
1690535469627,-4.674393,-10.261491,-12.950558,-8.08496,-21.939824,-17.208558,-7.118618,0.703768,0.03,0.958,-0.215,0.699,1.732,1.429,93.333,206243,1
1690535469631,-8.742188,-15.349133,-18.914898,-8.580466,-20.456429,-10.944971,-2.916817,1.07889,0.026,0.957,-0.213,0.729,1.818,1.328,93.333,206244,1
1690535469635,-10.826553,-15.859082,-19.894667,-9.619697,-13.173141,-7.913096,1.079361,9.106766,0.024,0.959,-0.214,0.72,1.675,1.358,93.333,206245,1
1690535469639,-16.757629,-20.344826,-14.968164,-1.523921,-13.168364,0.153514,6.782056,13.063635,0.027,0.959,-0.214,0.737,1.743,1.365,93.333,206246,1
1690535469643,-16.954138,-16.088954,-15.739595,-3.073448,-7.177143,4.325461,6.56759,15.464592,0.029,0.959,-0.215,0.576,1.67,1.386,93.333,206247,1
1690535469647,-17.685007,-15.854869,-10.862307,0.522567,-3.995526,5.675183,10.850528,16.254544,0.028,0.958,-0.215,0.716,1.752,1.436,93.333,206248,1
1690535469651,-18.118405,-13.052091,-7.505024,4.926168,1.029775,10.27837,14.849093,17.829476,0.024,0.956,-0.214,0.758,1.806,1.394,93.333,206249,1
1690535469655,-14.425553,-10.291484,-5.959145,13.573865,4.647577,12.820963,16.230758,17.095179,0.025,0.956,-0.213,0.71,1.779,1.353,93.333,206250,1
1690535469659,-14.651233,-7.155749,-1.041672,10.231068,11.954017,15.768487,16.161096,15.124065,0.027,0.958,-0.215,0.744,1.694,1.218,93.333,206251,1
1690535469663,-11.059161,-1.537193,7.5181,16.89603,13.593118,17.040196,16.862567,12.537544,0.026,0.96,-0.215,0.744,1.747,1.329,93.333,206252,1
1690535469667,-10.333542,-0.169717,10.039601,17.449091,15.865041,15.127453,11.247184,11.186788,0.028,0.958,-0.215,0.823,1.714,1.366,93.333,206253,1
1690535469671,-0.136597,2.095416,14.989487,21.099771,14.582697,16.295706,11.22816,8.427127,0.029,0.959,-0.215,0.768,1.777,1.254,93.333,206254,1
1690535469675,0.069174,7.556455,16.685644,21.929597,14.459386,9.476969,8.914118,1.586594,0.028,0.958,-0.213,0.776,1.727,1.369,93.333,206255,1
1690535469679,1.308647,11.547391,14.436366,18.891644,13.461317,13.425928,2.508422,0.238922,0.029,0.96,-0.214,0.814,1.755,1.338,93.333,206256,1
1690535469683,7.412109,12.934981,17.482545,18.791463,15.397037,2.34142,-6.610148,-5.338609,0.026,0.96,-0.215,0.745,1.75,1.364,93.333,206257,1
1690535469687,9.777421,16.46097,18.35295,18.874627,3.781161,-0.99321,-6.755948,-9.385073,0.03,0.959,-0.214,0.666,1.813,1.357,93.333,206258,1
1690535469691,12.292341,18.403185,16.186061,15.54029,1.432059,-5.921842,-11.555861,-8.260483,0.027,0.958,-0.213,0.705,1.746,1.375,93.333,206259,1
1690535469695,14.117648,14.777487,12.895437,10.816552,-2.826953,-9.614842,-16.933352,-12.530142,0.025,0.957,-0.214,0.746,1.786,1.347,93.333,206260,1
1690535469699,13.693553,13.409537,11.645674,7.121966,-7.506342,-15.105953,-16.429878,-14.238427,0.025,0.958,-0.214,0.732,1.675,1.336,93.333,206261,1
1690535469703,9.579142,14.525249,7.386073,-0.264517,-11.512311,-20.264149,-21.448214,-14.842666,0.03,0.961,-0.214,0.752,1.704,1.323,93.333,206262,1
1690535469707,14.158668,9.010534,2.041426,-3.372671,-16.361836,-26.493451,-22.307876,-13.378113,0.027,0.958,-0.214,0.644,1.742,1.371,93.333,206263,1
1690535469711,8.453641,1.185485,-1.602144,-8.451715,-18.222446,-24.443823,-18.267221,-15.532064,0.025,0.958,-0.214,0.778,1.796,1.322,93.333,206264,1
1690535469715,4.599582,0.232775,-7.04327,-12.457852,-23.827053,-23.533524,-15.603884,-11.655913,0.028,0.958,-0.214,0.747,1.769,1.368,93.333,206265,1
1690535469719,2.666829,-3.412207,-10.024081,-11.372471,-23.30181,-25.709841,-15.485213,-8.21033,0.031,0.958,-0.216,0.734,1.694,1.276,93.333,206266,1
1690535469723,-4.641479,-7.325718,-14.595397,-16.207712,-27.208453,-21.674886,-11.809226,-3.948571,0.027,0.958,-0.216,0.771,1.653,1.314,93.333,206267,1
1690535469727,-8.386385,-12.890127,-16.098014,-17.623488,-24.19192,-17.107438,-7.025074,0.986005,0.026,0.959,-0.216,0.756,1.746,1.311,93.333,206268,1
1690535469731,-9.849678,-16.589235,-16.895703,-16.201601,-21.477185,-14.023469,-4.39778,6.780444,0.029,0.96,-0.215,0.752,1.739,1.347,93.333,206269,1
1690535469735,-15.34479,-19.958502,-16.061026,-19.90484,-13.974366,-7.287631,-1.24013,5.992805,0.027,0.959,-0.215,0.698,1.83,1.404,93.333,206270,1
1690535469739,-23.144993,-22.180089,-16.137913,-16.80857,-10.933776,-6.19061,3.554784,12.66484,0.032,0.958,-0.216,0.803,1.685,1.301,93.333,206271,1
1690535469743,-17.493834,-22.837312,-14.261302,-11.603859,-5.360503,0.814582,3.027308,15.097542,0.031,0.96,-0.216,0.705,1.794,1.253,93.333,206272,1
1690535469747,-21.253437,-21.469087,-13.912985,-7.561239,-2.426479,3.178622,11.392553,19.783853,0.028,0.959,-0.213,0.702,1.707,1.405,93.333,206273,1
1690535469751,-18.922982,-14.749177,-8.35673,-5.677742,3.357999,6.611668,13.123048,20.499211,0.029,0.959,-0.214,0.737,1.78,1.335,93.333,206274,1
1690535469755,-18.604318,-15.289369,-4.548253,-1.196074,6.224191,12.261263,15.955849,21.387321,0.025,0.959,-0.215,0.913,1.709,1.255,93.333,206275,1
1690535469759,-18.298634,-7.40242,1.476539,4.362483,11.076504,15.970599,19.365393,17.75394,0.027,0.958,-0.214,0.69,1.74,1.435,93.333,206276,1
1690535469763,-13.156737,-1.483731,4.707174,2.040031,11.538943,18.968191,18.472943,18.693297,0.028,0.96,-0.214,0.706,1.759,1.247,93.333,206277,1
1690535469767,-11.330246,3.181491,7.76882,9.163082,15.706892,15.538897,18.248508,12.927545,0.029,0.958,-0.216,0.831,1.817,1.384,93.333,206278,1
1690535469771,-4.63784,7.369062,14.478511,11.845015,17.73871,14.830017,13.755954,7.531651,0.028,0.959,-0.214,0.757,1.757,1.374,93.333,206279,1
1690535469775,2.498116,10.780289,15.860764,11.117316,20.996856,11.515128,8.539841,1.895671,0.028,0.958,-0.213,0.806,1.611,1.287,93.332,206280,1
1690535469779,6.956266,10.981625,16.560382,16.9896,12.873642,11.490245,5.088114,-3.201803,0.028,0.959,-0.215,0.785,1.747,1.355,93.332,206281,1
1690535469783,13.394743,15.726248,17.411832,14.309722,11.673094,7.440481,0.366055,-3.877937,0.026,0.958,-0.215,0.72,1.781,1.375,93.332,206282,1
1690535469787,14.719882,15.458905,14.692893,12.498684,9.535244,3.245198,-2.367765,-7.73103,0.024,0.958,-0.215,0.774,1.686,1.375,93.332,206283,1
1690535469791,13.418212,18.651987,14.202566,11.537718,6.701632,-3.37373,-10.537174,-15.690321,0.03,0.958,-0.214,0.755,1.649,1.29,93.332,206284,1
1690535469795,13.89237,20.852961,11.870423,0.716742,0.193836,-8.027738,-10.445148,-17.808649,0.026,0.961,-0.215,0.817,1.722,1.281,93.332,206285,1
1690535469799,17.653964,15.937496,11.470682,0.899463,-2.217522,-12.007257,-11.567294,-23.10733,0.026,0.958,-0.214,0.729,1.773,1.345,93.332,206286,1
1690535469803,20.74127,15.10804,9.32867,-5.912016,-9.387469,-13.414935,-17.347993,-24.719292,0.031,0.96,-0.215,0.833,1.795,1.342,93.332,206287,1
1690535469807,16.319019,10.611802,0.735883,-10.951083,-11.807124,-18.496444,-16.124514,-22.222868,0.028,0.957,-0.215,0.852,1.823,1.255,93.332,206288,1
1690535469811,11.617704,7.905312,-5.145975,-14.957004,-13.571092,-19.464713,-14.767526,-20.517712,0.029,0.958,-0.215,0.666,1.782,1.281,93.332,206289,1
1690535469815,8.255126,6.574879,-7.199737,-24.550381,-19.603632,-15.625376,-17.441406,-18.046634,0.027,0.959,-0.214,0.867,1.693,1.242,93.332,206290,1
1690535469819,4.547428,1.346141,-10.65165,-21.740547,-21.212494,-15.448124,-15.648143,-13.046667,0.027,0.958,-0.215,0.73,1.751,1.422,93.332,206291,1
1690535469823,-4.618995,-7.121875,-11.058541,-27.067485,-22.938566,-14.216332,-13.392899,-8.7737,0.028,0.96,-0.213,0.769,1.689,1.304,93.332,206292,1
1690535469827,-3.190138,-4.319194,-15.293918,-26.739217,-21.979126,-14.412903,-8.066653,-2.814863,0.029,0.96,-0.214,0.84,1.743,1.321,93.332,206293,1
1690535469831,-7.223531,-13.086281,-17.373929,-27.517004,-17.875757,-10.732722,-3.697837,-1.363695,0.025,0.958,-0.214,0.781,1.62,1.413,93.332,206294,1
1690535469835,-12.054808,-15.08713,-18.973196,-26.080806,-16.383101,-7.860502,-0.049874,3.549459,0.027,0.958,-0.214,0.772,1.771,1.354,93.332,206295,1
1690535469839,-17.850995,-16.076267,-15.582591,-26.867309,-9.058979,-0.63743,6.300226,10.480539,0.024,0.96,-0.216,0.73,1.764,1.275,93.332,206296,1
1690535469843,-19.824949,-16.956228,-15.490118,-15.487457,-2.541518,3.803313,11.477003,11.339109,0.027,0.957,-0.212,0.838,1.645,1.271,93.332,206297,1
1690535469847,-21.634879,-19.787424,-17.16688,-12.958484,3.154886,11.154849,14.581535,20.020012,0.031,0.958,-0.214,0.882,1.772,1.396,93.332,206298,1
1690535469851,-23.465294,-14.789273,-11.987693,-15.641414,9.909884,13.052381,20.869048,21.163018,0.031,0.955,-0.213,0.768,1.781,1.322,93.332,206299,1
1690535469855,-22.729346,-11.061955,-7.439275,-9.791745,10.528421,16.502616,17.929806,19.037766,0.027,0.957,-0.215,0.803,1.789,1.271,93.332,206300,1
1690535469859,-15.497874,-6.068306,0.208719,-4.966344,11.267308,18.819468,20.429134,16.772952,0.025,0.959,-0.215,0.876,1.811,1.224,93.332,206301,1
1690535469863,-19.478927,-0.696466,2.939512,2.145685,13.370131,20.983956,20.281521,13.775383,0.028,0.958,-0.215,0.836,1.761,1.351,93.332,206302,1
1690535469867,-9.813794,3.691529,10.215313,5.821793,18.860872,19.792137,19.642826,9.646198,0.027,0.957,-0.213,0.846,1.756,1.292,93.332,206303,1
1690535469871,-7.003512,5.984429,14.03577,9.604043,15.812232,20.520733,18.047519,7.904715,0.03,0.959,-0.214,0.804,1.811,1.249,93.332,206304,1
1690535469875,-3.184414,10.948282,21.534451,8.68127,16.665542,15.164602,16.669609,4.934597,0.03,0.956,-0.214,0.798,1.776,1.282,93.332,206305,1
1690535469879,0.175769,11.429386,14.017627,14.8583,14.7205,15.043974,9.301502,1.641296,0.027,0.959,-0.215,0.764,1.691,1.312,93.332,206306,1
1690535469883,5.464681,17.004853,17.981586,12.7808,11.953297,12.956846,6.36666,-5.127508,0.029,0.957,-0.215,0.872,1.783,1.347,93.332,206307,1
1690535469887,8.504605,14.492173,16.403061,11.120295,9.515598,9.098254,0.361993,-8.861575,0.028,0.958,-0.217,0.816,1.809,1.233,93.332,206308,1
1690535469891,9.482475,17.937252,13.688238,7.732422,5.321243,2.388102,-5.051463,-13.210837,0.029,0.959,-0.215,0.818,1.703,1.339,93.332,206309,1
1690535469895,13.966761,15.582451,10.715936,2.930824,-1.749272,-1.586613,-7.768602,-16.83855,0.028,0.958,-0.214,0.801,1.738,1.269,93.332,206310,1
1690535469899,8.593403,13.023129,11.888632,1.475878,-2.588178,-8.03708,-11.258253,-17.821925,0.03,0.959,-0.214,0.718,1.705,1.259,93.332,206311,1
1690535469903,15.780162,13.085147,5.415091,-5.909186,-8.616487,-12.701928,-15.103246,-14.795809,0.03,0.958,-0.214,0.795,1.788,1.236,93.332,206312,1
1690535469907,10.155274,10.464297,-0.265937,-10.456372,-10.586487,-10.405007,-15.490088,-14.131643,0.027,0.958,-0.215,0.721,1.755,1.327,93.332,206313,1
1690535469911,12.612524,1.91445,-3.06387,-13.450981,-11.78671,-15.545937,-8.115647,-14.534335,0.028,0.958,-0.215,0.852,1.694,1.317,93.332,206314,1
1690535469915,4.407988,-2.460462,-8.051252,-17.023845,-16.0063,-13.832762,-11.941091,-12.334836,0.028,0.959,-0.215,0.805,1.719,1.342,93.332,206315,1
1690535469919,-0.333317,-3.712458,-9.71094,-20.568607,-15.974778,-16.549025,-9.847431,-10.205881,0.026,0.959,-0.214,0.831,1.703,1.295,93.332,206316,1
1690535469923,-6.393617,-8.411546,-15.810813,-21.759811,-18.852093,-10.451947,-8.719397,-4.960198,0.032,0.961,-0.214,0.775,1.79,1.251,93.332,206317,1
1690535469927,-8.327895,-11.134369,-17.95746,-18.428245,-17.679816,-8.831163,-5.852992,-3.479171,0.027,0.958,-0.215,0.742,1.773,1.269,93.332,206318,1
1690535469931,-13.733784,-11.695377,-14.953994,-19.28511,-16.346951,-5.481224,-2.182944,4.056959,0.028,0.957,-0.213,0.779,1.763,1.273,93.332,206319,1
1690535469935,-14.898387,-14.716475,-13.859176,-19.625829,-11.920356,1.379904,4.748917,5.714314,0.028,0.958,-0.214,0.806,1.824,1.22,93.332,206320,1
1690535469939,-15.395458,-19.873335,-17.53617,-14.245291,-10.111656,1.91594,4.69101,13.158676,0.029,0.957,-0.214,0.763,1.765,1.236,93.332,206321,1
1690535469943,-20.740081,-22.304647,-16.497127,-12.635265,-3.803786,8.095562,7.590691,17.329571,0.034,0.959,-0.216,0.821,1.806,1.212,93.332,206322,1
1690535469947,-20.445474,-19.105107,-7.44409,-8.810118,0.137,9.940184,10.981498,17.922216,0.028,0.959,-0.213,0.881,1.709,1.279,93.332,206323,1
1690535469951,-21.491848,-18.854874,-12.032611,-1.628376,2.653783,16.946971,15.527706,19.839527,0.03,0.959,-0.214,0.899,1.679,1.247,93.332,206324,1
1690535469955,-19.76688,-13.844577,-4.568391,5.94859,5.982192,15.949296,18.462629,21.080967,0.029,0.96,-0.214,0.799,1.831,1.314,93.332,206325,1
1690535469959,-20.474038,-11.26795,-0.075498,4.806329,10.009149,18.37169,16.860945,13.947449,0.03,0.959,-0.213,0.902,1.753,1.303,93.332,206326,1
1690535469963,-17.895622,-6.340956,4.44366,10.29155,12.554532,21.99104,17.135409,14.603237,0.026,0.958,-0.213,0.852,1.637,1.29,93.332,206327,1
1690535469967,-12.457583,-1.817493,8.346148,15.048177,19.263337,26.469063,15.020384,14.137987,0.028,0.959,-0.215,0.793,1.783,1.324,93.332,206328,1
1690535469971,-10.797115,1.450416,9.083652,19.763096,19.833871,24.231549,10.445279,9.675845,0.03,0.958,-0.214,0.838,1.839,1.271,93.332,206329,1
1690535469975,-2.66747,10.560661,16.970279,21.435772,18.863933,22.783584,5.326467,3.323931,0.029,0.959,-0.215,0.906,1.854,1.29,93.332,206330,1
1690535469979,0.974253,13.106513,15.893695,19.071075,16.959904,16.24943,5.350717,-0.112686,0.027,0.956,-0.214,0.864,1.869,1.262,93.332,206331,1
1690535469983,2.51734,16.074969,12.383,15.128274,12.862586,12.11443,0.8601,-1.334373,0.031,0.959,-0.213,0.793,1.717,1.268,93.332,206332,1
1690535469987,11.256327,15.645321,15.770374,17.200549,12.331777,4.260611,-2.230428,-7.60147,0.028,0.957,-0.214,0.877,1.858,1.283,93.332,206333,1
1690535469991,12.552835,17.743064,17.2811,12.295572,6.268512,3.160043,-13.874808,-11.842409,0.029,0.959,-0.216,0.903,1.76,1.346,93.332,206334,1
1690535469995,10.81243,16.401287,12.585289,8.579844,3.996677,-0.878894,-14.998265,-10.219871,0.026,0.96,-0.215,0.9,1.751,1.317,93.332,206335,1
1690535469999,17.290353,16.045615,13.001517,1.815511,-0.7337,-6.264193,-17.498016,-15.369031,0.025,0.958,-0.214,0.826,1.793,1.236,93.332,206336,1
1690535470003,12.622102,15.557636,9.215204,3.644921,-4.957129,-9.909372,-21.017268,-18.29349,0.028,0.959,-0.213,0.896,1.756,1.297,93.332,206337,1
1690535470007,13.418434,13.370335,5.865751,-1.342104,-7.092479,-13.951829,-19.517914,-17.998641,0.027,0.957,-0.213,0.757,1.812,1.294,93.332,206338,1
1690535470011,7.073707,7.876833,-2.967966,-5.182729,-13.301626,-18.816653,-19.600767,-18.999753,0.03,0.96,-0.215,0.925,1.738,1.297,93.332,206339,1
1690535470015,5.983202,3.880161,-3.686751,-10.301928,-17.98689,-20.949297,-17.188292,-13.12812,0.026,0.958,-0.214,0.778,1.768,1.337,93.332,206340,1
1690535470019,-0.923966,-1.417969,-8.408243,-10.491901,-17.615055,-17.889704,-16.602119,-14.457722,0.028,0.961,-0.216,0.843,1.592,1.207,93.332,206341,1
1690535470023,-3.615647,-5.340096,-16.769449,-13.794823,-16.295518,-16.756156,-9.371185,-6.113715,0.031,0.958,-0.213,0.893,1.789,1.34,93.332,206342,1
1690535470027,-8.810593,-10.081784,-18.34692,-13.37715,-15.414933,-14.919104,-6.578398,-8.066878,0.03,0.959,-0.214,0.882,1.834,1.183,93.332,206343,1
1690535470031,-10.656554,-14.155809,-18.284595,-17.246672,-18.115268,-13.186799,0.583233,-3.997587,0.028,0.957,-0.215,0.838,1.734,1.288,93.332,206344,1
1690535470035,-13.12241,-12.974739,-17.677777,-13.658334,-10.295314,-4.778544,-0.548408,5.631799,0.029,0.959,-0.214,0.934,1.777,1.322,93.332,206345,1
1690535470039,-12.822519,-14.036164,-20.43204,-8.976011,-9.52779,-2.914107,2.63662,8.298932,0.026,0.958,-0.216,1.006,1.64,1.28,93.332,206346,1
1690535470043,-16.20525,-13.42504,-14.168192,-6.196988,-4.838347,1.416528,7.042848,8.933012,0.027,0.958,-0.214,0.813,1.776,1.241,93.332,206347,1
1690535470047,-19.686721,-14.417003,-11.796606,-2.998537,0.70919,13.983062,9.964829,15.437342,0.032,0.962,-0.214,0.953,1.775,1.29,93.332,206348,1
1690535470051,-19.760932,-10.806971,-7.852579,4.765302,4.795983,14.881154,14.086615,15.546736,0.029,0.958,-0.214,0.828,1.758,1.275,93.332,206349,1
1690535470055,-21.292898,-8.504496,-1.567194,7.53307,10.66624,16.095964,13.945205,16.793046,0.025,0.959,-0.215,0.93,1.743,1.298,93.332,206350,1
1690535470059,-15.413038,-4.86375,-0.385433,11.901496,15.104898,18.542232,15.640344,18.366734,0.031,0.959,-0.214,0.857,1.735,1.297,93.332,206351,1
1690535470063,-13.280302,-4.498533,4.222031,16.518485,17.750263,22.537634,14.977239,13.104321,0.03,0.959,-0.214,0.821,1.794,1.277,93.332,206352,1
1690535470067,-8.598983,1.392133,8.096534,21.67015,20.901384,19.829245,12.234999,9.191005,0.033,0.959,-0.213,0.868,1.793,1.262,93.332,206353,1
1690535470071,-3.53481,6.660624,9.41521,21.695275,21.635237,17.392545,8.297583,5.516218,0.029,0.961,-0.212,0.902,1.758,1.28,93.332,206354,1
1690535470075,2.516183,8.665461,10.411866,21.914579,19.684791,17.002489,3.518079,2.899178,0.029,0.958,-0.214,0.938,1.821,1.249,93.332,206355,1
1690535470079,8.916927,14.137064,14.448791,20.935465,18.355001,11.872807,2.921454,-5.173164,0.027,0.958,-0.214,0.868,1.798,1.263,93.332,206356,1
1690535470083,11.365778,15.939701,15.501354,24.077397,18.139543,8.158497,-3.722963,-4.688941,0.026,0.959,-0.213,0.909,1.796,1.295,93.332,206357,1
1690535470087,15.983795,18.49377,14.110121,20.630314,14.717578,0.433494,-9.12446,-8.84599,0.028,0.958,-0.216,0.822,1.79,1.243,93.332,206358,1
1690535470091,17.567786,19.320764,11.557306,17.013625,9.955173,-3.49987,-8.353893,-14.304184,0.029,0.96,-0.213,0.897,1.745,1.315,93.332,206359,1
1690535470095,18.574053,18.41825,14.455444,12.264711,4.925604,-5.675728,-15.752482,-16.301415,0.027,0.958,-0.214,0.888,1.736,1.253,93.332,206360,1
1690535470099,24.171381,14.254825,10.694133,10.604987,2.288909,-12.02938,-16.625009,-18.849666,0.032,0.961,-0.215,0.903,1.826,1.29,93.332,206361,1
1690535470103,20.10662,16.636759,5.235566,2.660423,-3.310911,-16.202352,-21.353495,-15.740795,0.031,0.958,-0.215,0.871,1.753,1.221,93.332,206362,1
1690535470107,19.598423,9.893323,0.375043,-1.404297,-7.703079,-21.163101,-20.055981,-16.342082,0.03,0.957,-0.214,0.877,1.804,1.198,93.332,206363,1
1690535470111,18.559798,5.431377,0.684864,-5.003974,-12.215797,-22.019336,-20.45516,-12.444318,0.029,0.959,-0.216,0.906,1.777,1.253,93.332,206364,1
1690535470115,15.923827,-0.055187,-6.116304,-9.93131,-15.149418,-20.903558,-20.591601,-13.78665,0.029,0.959,-0.215,0.809,1.776,1.221,93.332,206365,1
1690535470119,16.236093,-3.917948,-7.681693,-12.798006,-16.942462,-23.310575,-14.176111,-9.842126,0.03,0.959,-0.214,0.911,1.83,1.322,93.332,206366,1
1690535470123,9.029269,-9.284185,-10.627118,-15.068038,-16.785912,-19.21831,-10.818979,-2.739496,0.027,0.96,-0.214,0.862,1.695,1.211,93.332,206367,1
1690535470127,4.622638,-10.550324,-14.63218,-18.02453,-13.033492,-20.484609,-8.258257,0.752472,0.032,0.958,-0.214,0.897,1.766,1.32,93.332,206368,1
1690535470131,1.945241,-16.106879,-18.226077,-19.388876,-18.653695,-18.027239,-4.757445,4.599755,0.028,0.959,-0.213,0.937,1.759,1.232,93.332,206369,1
1690535470135,-0.872329,-18.179008,-13.873226,-10.372671,-12.33159,-15.680678,-0.897863,6.482259,0.029,0.959,-0.214,0.947,1.764,1.223,93.332,206370,1
